PurchaseID,PurchaseDate,CustomerEmail,Country,CustomerAge,Category,UnitPrice,Quantity,DiscountPct,PaymentMethod,SatisfactionRating
727,2023-07-15,customer726@hotmail.com,United Kingdom,48.0,Electronics,134.54,1,0.0,Credit Card,5.0
728,2023-07-13,customer727@gmail.com,India,56.0,Home & Kitchen,18.48,2,0.0,PayPal,3.0
729,2023-01-19,customer728@gmail.com,Mexico,57.0,Beauty,103.38,4,0.05,Credit Card,4.0
730,2023-11-19,customer729@hotmail.com,United Kingdom,61.0,Grocery,115.06,1,0.05,Gift Card,2.0
731,2024-11-20,customer730@yahoo.com,Japan,59.0,Electronics,100.85,4,0.05,Debit Card,4.0
732,2024-10-15,customer731@hotmail.com,Brazil,48.0,Clothing,22.76,4,0.0,Credit Card,5.0
733,2023-08-11,customer732@yahoo.com,Japan,29.0,Books,129.64,1,0.2,Gift Card,3.0
734,2023-10-24,customer733@gmail.com,Mexico,74.0,Sports & Outdoors,220.06,3,0.0,PayPal,5.0
735,2024-05-03,customer734@outlook.com,United Kingdom,22.0,Sports & Outdoors,32.7,5,0.0,Debit Card,5.0
736,2024-11-28,customer735@protonmail.com,United Kingdom,52.0,Grocery,53.38,3,0.05,Bank Transfer,5.0
737,2024-03-16,customer736@protonmail.com,India,30.0,Home & Kitchen,40.71,4,0.25,Debit Card,5.0
738,2023-05-27,customer737@outlook.com,United States,53.0,Electronics,91.41,4,0.0,Debit Card,5.0
739,2023-09-18,customer738@hotmail.com,United States,43.0,Home & Kitchen,48.58,3,0.0,Credit Card,5.0
740,2024-06-12,customer739@hotmail.com,India,19.0,Office Supplies,94.58,4,0.15,PayPal,5.0
741,2023-01-18,customer740@outlook.com,India,71.0,Toys,58.39,5,0.1,Debit Card,3.0
742,2024-03-13,customer741@hotmail.com,Canada,61.0,Home & Kitchen,70.13,2,0.0,Debit Card,5.0
743,2024-07-15,customer742@protonmail.com,India,37.0,Grocery,64.33,1,0.15,Gift Card,5.0
744,2023-09-10,customer743@hotmail.com,Brazil,,Toys,18.93,4,0.2,Credit Card,4.0
745,2024-01-29,customer744@outlook.com,Mexico,49.0,Clothing,68.03,2,0.15,PayPal,1.0
746,2024-06-07,customer745@gmail.com,Germany,62.0,Electronics,23.28,4,0.1,PayPal,4.0
747,2024-03-10,customer746@hotmail.com,Germany,74.0,Grocery,25.97,1,0.05,Credit Card,2.0
748,2023-01-18,customer747@hotmail.com,Germany,66.0,Beauty,131.12,2,0.0,PayPal,5.0
749,2024-03-03,customer748@outlook.com,Japan,22.0,Home & Kitchen,90.3,4,0.0,PayPal,5.0
750,2023-06-18,customer749@yahoo.com,Mexico,19.0,Home & Kitchen,86.1,1,0.1,Debit Card,2.0
751,2024-06-24,customer750@outlook.com,Mexico,28.0,Home & Kitchen,68.69,3,0.2,Credit Card,4.0
752,2023-07-10,customer751@yahoo.com,Germany,39.0,Sports & Outdoors,197.75,4,0.05,Credit Card,5.0
753,2024-12-15,customer752@gmail.com,United States,20.0,Home & Kitchen,67.65,3,0.15,Credit Card,5.0
754,2023-03-27,customer753@gmail.com,France,69.0,Clothing,60.76,1,0.0,Credit Card,3.0
755,2024-10-12,customer754@yahoo.com,France,55.0,Clothing,59.47,4,0.0,Debit Card,4.0
756,2023-01-25,customer755@outlook.com,United States,25.0,Office Supplies,119.02,1,0.0,Debit Card,1.0
757,2024-05-13,customer756@gmail.com,Mexico,66.0,Books,65.71,3,0.0,Debit Card,4.0
758,2023-09-15,customer757@hotmail.com,Canada,60.0,Clothing,77.27,3,0.1,Debit Card,4.0
759,2023-05-23,customer758@gmail.com,Australia,35.0,Books,124.26,3,0.0,PayPal,3.0
760,2023-06-09,customer759@yahoo.com,Germany,36.0,Beauty,87.3,5,0.0,Gift Card,3.0
761,2023-01-29,customer760@protonmail.com,Brazil,57.0,Automotive,107.29,5,0.15,PayPal,4.0
762,2023-04-07,customer761@gmail.com,Japan,47.0,Office Supplies,40.5,4,0.15,PayPal,2.0
763,2023-10-14,customer762@yahoo.com,Mexico,72.0,Books,30.15,3,0.2,Credit Card,5.0
764,2023-04-25,customer763@protonmail.com,United States,69.0,Books,146.37,4,0.0,Gift Card,5.0
765,2024-12-07,customer764@gmail.com,United Kingdom,71.0,Clothing,105.21,1,0.15,Gift Card,5.0
766,2024-08-26,customer765@yahoo.com,Germany,,Grocery,92.69,2,0.0,Gift Card,1.0
767,2023-12-11,customer766@outlook.com,India,62.0,Sports & Outdoors,80.36,3,0.2,Debit Card,4.0
768,2023-03-11,customer767@yahoo.com,Germany,42.0,Clothing,65.04,5,0.0,Credit Card,4.0
769,2024-12-20,customer768@outlook.com,Australia,61.0,Books,41.51,2,0.1,Debit Card,4.0
770,2024-06-13,customer769@protonmail.com,Brazil,57.0,Home & Kitchen,40.62,3,0.0,Credit Card,5.0
771,2023-05-14,customer770@outlook.com,Mexico,46.0,Beauty,29.75,5,0.2,Credit Card,5.0
772,2023-02-09,customer771@outlook.com,United Kingdom,30.0,Home & Kitchen,23.57,5,0.0,Debit Card,3.0
773,2024-03-28,customer772@yahoo.com,Japan,72.0,Clothing,36.25,1,0.0,Gift Card,2.0
774,2023-01-30,customer773@yahoo.com,India,18.0,Electronics,51.59,3,0.0,Debit Card,4.0
775,2024-03-24,customer774@outlook.com,United Kingdom,,Home & Kitchen,145.74,4,0.25,Debit Card,5.0
776,2023-11-19,customer775@gmail.com,Mexico,53.0,Home & Kitchen,22.85,4,0.0,Debit Card,5.0
777,2024-10-04,customer776@gmail.com,Germany,40.0,Beauty,70.2,5,0.0,Credit Card,3.0
778,2023-10-06,customer777@hotmail.com,United Kingdom,67.0,Beauty,153.83,5,0.1,Credit Card,4.0
779,2023-11-23,customer778@outlook.com,Brazil,20.0,Toys,118.48,2,0.2,PayPal,4.0
780,2024-02-03,customer779@hotmail.com,Germany,57.0,Clothing,65.92,5,0.0,Credit Card,5.0
781,2024-12-18,customer780@protonmail.com,France,31.0,Automotive,42.4,3,0.0,Credit Card,4.0
782,2024-05-27,customer781@yahoo.com,Brazil,47.0,Automotive,15.28,1,0.25,Debit Card,
783,2024-05-03,customer782@yahoo.com,United Kingdom,42.0,Sports & Outdoors,71.47,2,0.15,Credit Card,4.0
784,2023-08-15,customer783@hotmail.com,United Kingdom,26.0,Sports & Outdoors,97.4,2,0.1,Credit Card,
785,2023-12-19,customer784@hotmail.com,Brazil,41.0,Grocery,43.05,5,0.0,Debit Card,5.0
786,2023-05-22,customer785@gmail.com,India,22.0,Beauty,123.23,4,0.2,Bank Transfer,5.0
787,2023-10-13,customer786@outlook.com,Canada,,Home & Kitchen,61.27,2,0.25,Credit Card,
788,2024-08-23,customer787@yahoo.com,Mexico,33.0,Books,78.49,1,0.05,Debit Card,5.0
789,2023-03-14,customer788@outlook.com,United States,23.0,Electronics,65.99,2,0.25,Debit Card,5.0
790,2023-05-01,customer789@protonmail.com,Japan,72.0,Grocery,122.29,2,0.0,PayPal,4.0
791,2024-03-03,customer790@gmail.com,France,52.0,Sports & Outdoors,124.52,3,0.2,Debit Card,5.0
792,2024-08-05,customer791@protonmail.com,Canada,44.0,Office Supplies,89.23,1,0.05,PayPal,
793,2024-12-12,customer792@yahoo.com,Brazil,45.0,Electronics,54.94,3,0.0,Gift Card,5.0
794,2024-03-04,customer793@hotmail.com,United States,63.0,Books,64.46,3,0.05,Credit Card,4.0
795,2024-04-24,customer794@gmail.com,United Kingdom,41.0,Beauty,202.78,4,0.05,PayPal,5.0
796,2023-07-31,customer795@hotmail.com,France,18.0,Grocery,158.94,3,0.1,Credit Card,5.0
797,2023-10-27,customer796@protonmail.com,Japan,56.0,Grocery,68.06,4,0.2,PayPal,4.0
798,2023-08-18,customer797@hotmail.com,United Kingdom,44.0,Home & Kitchen,31.03,1,0.25,Debit Card,5.0
799,2023-03-21,customer798@protonmail.com,United States,24.0,Office Supplies,110.96,1,0.0,Debit Card,3.0
800,2023-09-28,customer799@gmail.com,Brazil,32.0,Office Supplies,48.83,3,0.0,Debit Card,3.0
801,2023-06-08,customer800@protonmail.com,United States,39.0,Office Supplies,141.79,5,0.2,Debit Card,4.0
802,2024-03-07,customer801@outlook.com,France,72.0,Sports & Outdoors,42.73,2,0.0,Credit Card,4.0
803,2024-07-04,customer802@yahoo.com,Japan,64.0,Grocery,49.21,4,0.0,Debit Card,5.0
804,2024-12-16,customer803@hotmail.com,Japan,29.0,Electronics,28.77,5,0.15,Debit Card,4.0
805,2024-10-04,customer804@outlook.com,Canada,,Home & Kitchen,175.33,1,0.1,Credit Card,5.0
806,2023-08-21,customer805@hotmail.com,Japan,20.0,Electronics,35.23,1,0.0,Credit Card,4.0
807,2024-11-16,customer806@hotmail.com,United States,29.0,Books,105.89,4,0.0,Credit Card,4.0
808,2024-11-18,customer807@hotmail.com,United States,27.0,Office Supplies,59.06,5,0.2,PayPal,5.0
809,2024-01-03,customer808@protonmail.com,United Kingdom,47.0,Sports & Outdoors,49.68,4,0.0,Credit Card,3.0
810,2023-05-30,customer809@yahoo.com,Brazil,21.0,Books,47.88,5,0.15,Debit Card,3.0
811,2024-07-21,customer810@yahoo.com,United Kingdom,49.0,Grocery,140.11,1,0.15,Bank Transfer,3.0
812,2023-03-24,customer811@outlook.com,India,35.0,Toys,267.72,3,0.2,Credit Card,3.0
813,2023-09-21,customer812@yahoo.com,Canada,56.0,Books,131.43,4,0.1,Credit Card,5.0
814,2024-01-24,customer813@protonmail.com,France,74.0,Sports & Outdoors,18.34,4,0.0,Gift Card,2.0
815,2024-09-22,customer814@protonmail.com,France,72.0,Books,106.19,1,0.0,PayPal,
816,2024-12-13,customer815@outlook.com,Australia,71.0,Sports & Outdoors,59.34,1,0.0,Credit Card,5.0
817,2024-08-20,customer816@hotmail.com,Germany,50.0,Grocery,61.6,5,0.0,Credit Card,5.0
818,2023-12-20,customer817@outlook.com,Canada,50.0,Books,35.65,2,0.1,Debit Card,
819,2023-03-03,customer818@protonmail.com,Brazil,51.0,Clothing,74.81,1,0.05,PayPal,4.0
820,2024-08-06,customer819@gmail.com,Japan,65.0,Toys,66.4,1,0.0,Debit Card,5.0
821,2024-09-17,customer820@protonmail.com,Japan,33.0,Automotive,89.39,1,0.1,PayPal,2.0
822,2023-12-11,customer821@outlook.com,Mexico,40.0,Clothing,57.66,3,0.2,Credit Card,5.0
823,2024-02-09,customer822@protonmail.com,India,37.0,Grocery,112.54,3,0.0,Debit Card,4.0
824,2024-09-12,customer823@hotmail.com,Brazil,68.0,Sports & Outdoors,69.43,5,0.05,Credit Card,
825,2023-04-07,customer824@hotmail.com,France,30.0,Electronics,70.31,3,0.25,Debit Card,5.0
826,2024-08-16,customer825@yahoo.com,United States,29.0,Books,65.65,1,0.05,Gift Card,
827,2024-01-10,customer826@hotmail.com,United Kingdom,38.0,Home & Kitchen,105.98,3,0.0,Credit Card,5.0
828,2024-05-15,customer827@hotmail.com,Germany,40.0,Electronics,51.76,3,0.0,Debit Card,2.0
829,2023-05-20,customer828@hotmail.com,United Kingdom,58.0,Home & Kitchen,89.56,2,0.0,Credit Card,5.0
830,2024-03-25,customer829@protonmail.com,Mexico,24.0,Beauty,71.57,4,0.1,Credit Card,4.0
831,2023-07-15,customer830@gmail.com,United States,30.0,Sports & Outdoors,141.37,5,0.05,Credit Card,
832,2024-01-14,customer831@yahoo.com,Japan,71.0,Toys,53.87,3,0.0,Debit Card,4.0
833,2024-01-19,customer832@outlook.com,France,54.0,Books,113.9,4,0.2,Bank Transfer,4.0
834,2024-11-29,customer833@hotmail.com,Germany,37.0,Clothing,80.4,3,0.05,Credit Card,4.0
835,2024-05-04,customer834@outlook.com,Brazil,73.0,Automotive,135.27,4,0.05,Credit Card,5.0
836,2024-02-11,customer835@yahoo.com,Japan,32.0,Office Supplies,70.13,3,0.0,Credit Card,3.0
837,2023-10-21,customer836@gmail.com,India,54.0,Beauty,50.64,2,0.05,Debit Card,3.0
838,2023-09-04,customer837@yahoo.com,Canada,30.0,Home & Kitchen,50.34,3,0.1,Credit Card,
839,2024-04-21,customer838@hotmail.com,United Kingdom,57.0,Automotive,75.88,2,0.25,Bank Transfer,5.0
840,2024-10-06,customer839@outlook.com,Mexico,45.0,Grocery,66.67,1,0.2,PayPal,3.0
841,2024-02-22,customer840@gmail.com,India,25.0,Electronics,52.64,4,0.0,Debit Card,5.0
842,2024-04-26,customer841@yahoo.com,Germany,46.0,Clothing,76.88,3,0.0,Credit Card,
843,2023-08-28,customer842@yahoo.com,France,43.0,Clothing,9.68,4,0.2,Debit Card,5.0
844,2024-02-12,customer843@hotmail.com,Canada,56.0,Beauty,59.79,3,0.0,PayPal,4.0
845,2024-02-22,customer844@protonmail.com,United States,69.0,Books,67.99,5,0.0,Debit Card,4.0
846,2024-05-12,customer845@hotmail.com,United States,64.0,Home & Kitchen,21.35,1,0.15,PayPal,3.0
847,2023-08-19,customer846@protonmail.com,United States,36.0,Home & Kitchen,33.76,1,0.25,PayPal,5.0
848,2023-09-12,customer847@outlook.com,United States,58.0,Books,35.26,3,0.15,Gift Card,4.0
849,2023-09-20,customer848@protonmail.com,Germany,49.0,Sports & Outdoors,64.47,5,0.0,Credit Card,4.0
850,2023-11-04,customer849@gmail.com,Japan,46.0,Books,57.11,3,0.0,PayPal,4.0
851,2023-08-02,customer850@yahoo.com,Japan,30.0,Home & Kitchen,57.6,3,0.0,Credit Card,3.0
852,2023-05-23,customer851@protonmail.com,Japan,48.0,Sports & Outdoors,21.6,3,0.0,Debit Card,2.0
853,2024-01-01,customer852@gmail.com,Japan,37.0,Office Supplies,119.78,2,0.15,Debit Card,4.0
854,2024-09-16,customer853@protonmail.com,Japan,73.0,Electronics,137.93,3,0.15,Debit Card,5.0
855,2023-01-24,customer854@outlook.com,Germany,44.0,Books,26.03,5,0.0,Credit Card,5.0
856,2024-04-30,customer855@yahoo.com,Germany,43.0,Clothing,55.2,3,0.1,Debit Card,3.0
857,2024-08-19,customer856@gmail.com,France,22.0,Home & Kitchen,56.8,3,0.05,Credit Card,4.0
858,2024-08-24,customer857@protonmail.com,Brazil,36.0,Automotive,84.22,4,0.05,Debit Card,4.0
859,2024-09-14,customer858@gmail.com,Australia,74.0,Office Supplies,50.25,4,0.0,Credit Card,5.0
860,2023-08-20,customer859@protonmail.com,India,54.0,Clothing,113.28,2,0.0,Debit Card,
861,2023-03-15,customer860@protonmail.com,Germany,60.0,Clothing,32.14,3,0.25,Credit Card,4.0
862,2024-12-27,customer861@yahoo.com,Japan,56.0,Electronics,97.77,3,0.15,Credit Card,4.0
863,2024-05-25,customer862@hotmail.com,Japan,45.0,Sports & Outdoors,82.71,2,0.2,Debit Card,4.0
864,2023-09-18,customer863@outlook.com,Japan,71.0,Electronics,28.31,3,0.0,Credit Card,3.0
865,2024-09-13,customer864@outlook.com,Canada,35.0,Books,53.68,1,0.0,Debit Card,5.0
866,2023-09-16,customer865@gmail.com,Canada,38.0,Electronics,30.57,3,0.1,Gift Card,4.0
867,2024-07-01,customer866@outlook.com,Japan,59.0,Sports & Outdoors,181.96,2,0.15,Gift Card,4.0
868,2024-12-02,customer867@outlook.com,India,47.0,Automotive,60.17,5,0.15,Debit Card,5.0
869,2024-07-14,customer868@outlook.com,France,40.0,Electronics,49.31,4,0.1,Debit Card,
870,2024-04-23,customer869@yahoo.com,United States,53.0,Grocery,18.91,4,0.05,Debit Card,4.0
871,2023-05-20,customer870@outlook.com,India,65.0,Grocery,79.91,2,0.1,Credit Card,4.0
872,2024-11-12,customer871@gmail.com,India,58.0,Electronics,53.0,1,0.0,Credit Card,4.0
873,2023-11-07,customer872@yahoo.com,India,42.0,Automotive,97.09,2,0.0,Credit Card,4.0
874,2024-03-30,customer873@outlook.com,France,20.0,Sports & Outdoors,151.42,3,0.0,Gift Card,5.0
875,2024-03-22,customer874@hotmail.com,Japan,63.0,Toys,104.99,3,0.0,Credit Card,5.0
876,2023-06-29,customer875@gmail.com,United States,69.0,Sports & Outdoors,34.0,1,0.15,Credit Card,4.0
877,2024-03-16,customer876@hotmail.com,United States,60.0,Home & Kitchen,49.68,2,0.2,Credit Card,4.0
878,2023-10-13,customer877@yahoo.com,United States,28.0,Electronics,26.48,4,0.25,Credit Card,4.0
879,2023-09-13,customer878@yahoo.com,France,67.0,Clothing,42.32,5,0.05,Credit Card,5.0
880,2024-09-19,customer879@protonmail.com,Mexico,30.0,Beauty,116.77,5,0.25,Debit Card,4.0
881,2024-06-11,customer880@hotmail.com,United States,67.0,Automotive,44.38,3,0.25,Debit Card,4.0
882,2023-12-24,customer881@hotmail.com,Australia,57.0,Clothing,97.7,4,0.2,Gift Card,5.0
883,2023-01-14,customer882@outlook.com,Brazil,46.0,Home & Kitchen,47.81,4,0.0,PayPal,4.0
884,2024-06-01,customer883@protonmail.com,France,29.0,Electronics,103.78,2,0.1,PayPal,4.0
885,2024-06-22,customer884@outlook.com,United States,42.0,Office Supplies,33.46,2,0.0,Debit Card,3.0
886,2023-05-02,customer885@yahoo.com,Mexico,25.0,Home & Kitchen,29.3,1,0.2,Credit Card,5.0
887,2024-07-06,customer886@outlook.com,India,58.0,Automotive,181.04,1,0.0,PayPal,5.0
888,2023-10-19,customer887@outlook.com,France,72.0,Home & Kitchen,35.64,2,0.05,Debit Card,5.0
889,2024-06-18,customer888@hotmail.com,India,65.0,Electronics,118.45,2,0.0,PayPal,3.0
890,2024-09-04,customer889@yahoo.com,India,54.0,Home & Kitchen,88.43,3,0.25,Credit Card,4.0
891,2024-05-26,customer890@outlook.com,Japan,73.0,Books,41.27,5,0.1,Debit Card,5.0
892,2024-11-17,customer891@outlook.com,India,71.0,Clothing,41.62,5,0.05,Credit Card,5.0
893,2023-02-25,customer892@yahoo.com,Japan,74.0,Automotive,54.93,1,0.2,Credit Card,2.0
894,2023-08-25,customer893@hotmail.com,Brazil,21.0,Toys,119.89,3,0.1,PayPal,1.0
895,2023-02-13,customer894@yahoo.com,Canada,73.0,Electronics,49.03,3,0.1,PayPal,4.0
896,2023-05-06,customer895@yahoo.com,United States,20.0,Sports & Outdoors,97.33,5,0.0,Gift Card,3.0
897,2023-09-30,customer896@protonmail.com,Canada,40.0,Clothing,82.19,3,0.05,PayPal,3.0
898,2023-01-18,customer897@outlook.com,Mexico,33.0,Sports & Outdoors,83.72,2,0.05,PayPal,
899,2023-10-17,customer898@outlook.com,France,66.0,Grocery,184.58,4,0.05,PayPal,2.0
900,2023-04-03,customer899@outlook.com,Japan,20.0,Office Supplies,92.79,1,0.0,PayPal,5.0
901,2023-03-24,customer900@gmail.com,Australia,72.0,Toys,83.0,1,0.25,PayPal,4.0
902,2024-09-02,customer901@gmail.com,France,42.0,Clothing,18.95,4,0.0,Credit Card,2.0
903,2024-06-27,customer902@outlook.com,Brazil,22.0,Clothing,137.77,2,0.1,Bank Transfer,5.0
904,2023-11-29,customer903@gmail.com,Brazil,72.0,Clothing,105.24,2,0.1,Debit Card,
905,2024-02-19,customer904@yahoo.com,Mexico,20.0,Books,81.14,5,0.0,Credit Card,5.0
906,2023-08-01,customer905@gmail.com,United States,38.0,Electronics,54.67,2,0.25,Debit Card,1.0
907,2023-12-21,customer906@hotmail.com,Germany,32.0,Home & Kitchen,19.72,1,0.0,PayPal,4.0
908,2024-07-20,customer907@protonmail.com,Canada,59.0,Office Supplies,91.53,1,0.2,PayPal,4.0
909,2024-01-16,customer908@gmail.com,Australia,31.0,Automotive,67.25,5,0.1,Credit Card,5.0
910,2024-08-02,customer909@protonmail.com,Japan,54.0,Electronics,176.64,3,0.0,Debit Card,3.0
911,2023-12-20,customer910@outlook.com,Canada,23.0,Office Supplies,97.66,1,0.0,PayPal,4.0
912,2023-09-22,customer911@gmail.com,Japan,19.0,Grocery,72.65,2,0.15,PayPal,3.0
913,2024-10-15,customer912@yahoo.com,United States,,Electronics,207.83,2,0.05,Credit Card,5.0
914,2024-10-19,customer913@yahoo.com,Australia,31.0,Automotive,67.05,5,0.1,PayPal,4.0
915,2023-06-16,customer914@yahoo.com,Mexico,45.0,Office Supplies,168.04,3,0.0,PayPal,4.0
916,2023-12-05,customer915@yahoo.com,Japan,53.0,Sports & Outdoors,16.47,5,0.0,Credit Card,
917,2024-07-17,customer916@protonmail.com,Brazil,52.0,Grocery,231.21,3,0.0,Credit Card,4.0
918,2023-07-10,customer917@outlook.com,Mexico,23.0,Clothing,119.48,4,0.25,Debit Card,
919,2024-06-30,customer918@gmail.com,Australia,38.0,Toys,38.23,1,0.25,PayPal,4.0
920,2024-10-18,customer919@yahoo.com,Canada,44.0,Beauty,195.21,2,0.0,Bank Transfer,4.0
921,2023-06-22,customer920@yahoo.com,Australia,40.0,Toys,13.07,3,0.0,Bank Transfer,4.0
922,2023-04-22,customer921@protonmail.com,Germany,56.0,Clothing,29.91,1,0.2,PayPal,1.0
923,2024-11-20,customer922@protonmail.com,Mexico,46.0,Sports & Outdoors,89.75,2,0.0,Debit Card,
924,2024-12-28,customer923@gmail.com,United Kingdom,37.0,Grocery,138.31,4,0.0,Credit Card,5.0
925,2024-09-18,customer924@hotmail.com,Australia,30.0,Grocery,81.8,4,0.0,Debit Card,5.0
926,2024-03-23,customer925@outlook.com,Mexico,,Electronics,20.81,1,0.25,Debit Card,
927,2023-03-04,customer926@yahoo.com,Brazil,65.0,Clothing,40.91,2,0.0,PayPal,4.0
928,2024-10-30,customer927@yahoo.com,Canada,59.0,Electronics,48.39,3,0.15,Bank Transfer,5.0
929,2023-05-26,customer928@hotmail.com,India,42.0,Sports & Outdoors,87.34,2,0.05,Credit Card,5.0
930,2023-05-11,customer929@outlook.com,Germany,41.0,Home & Kitchen,62.46,1,0.05,Credit Card,4.0
931,2024-06-07,customer930@gmail.com,Brazil,34.0,Office Supplies,132.01,1,0.0,Debit Card,5.0
932,2023-10-12,customer931@yahoo.com,Mexico,48.0,Sports & Outdoors,19.68,3,0.0,Credit Card,5.0
933,2024-09-25,customer932@gmail.com,Mexico,68.0,Clothing,98.0,2,0.0,Credit Card,5.0
934,2024-09-29,customer933@gmail.com,Japan,29.0,Beauty,30.09,3,0.0,Debit Card,
935,2024-08-10,customer934@gmail.com,Brazil,,Home & Kitchen,152.9,4,0.0,Credit Card,5.0
936,2024-09-03,customer935@protonmail.com,United States,63.0,Electronics,98.71,3,0.0,Credit Card,4.0
937,2024-02-03,customer936@yahoo.com,Mexico,21.0,Electronics,62.5,3,0.0,Bank Transfer,
938,2024-09-28,customer937@outlook.com,Mexico,52.0,Toys,53.35,4,0.2,Debit Card,
939,2024-10-30,customer938@protonmail.com,United Kingdom,51.0,Automotive,84.95,1,0.0,Credit Card,5.0
940,2023-07-24,customer939@hotmail.com,United States,73.0,Home & Kitchen,129.66,2,0.1,PayPal,5.0
941,2023-11-07,customer940@protonmail.com,Mexico,40.0,Beauty,82.46,4,0.1,Credit Card,1.0
942,2024-03-26,customer941@outlook.com,Australia,61.0,Electronics,62.25,2,0.0,Credit Card,3.0
943,2024-09-19,customer942@gmail.com,Canada,22.0,Clothing,35.65,5,0.0,Bank Transfer,
944,2023-10-12,customer943@gmail.com,United Kingdom,52.0,Sports & Outdoors,60.51,3,0.0,PayPal,5.0
945,2023-07-09,customer944@protonmail.com,Japan,32.0,Grocery,130.19,1,0.0,Credit Card,4.0
946,2023-08-23,customer945@protonmail.com,Japan,53.0,Office Supplies,107.75,4,0.0,Debit Card,4.0
947,2024-08-06,customer946@hotmail.com,Japan,52.0,Sports & Outdoors,140.47,3,0.05,Debit Card,4.0
948,2024-01-15,customer947@yahoo.com,United Kingdom,36.0,Books,34.32,1,0.15,Gift Card,
949,2023-07-06,customer948@gmail.com,Brazil,66.0,Electronics,20.61,2,0.15,Debit Card,4.0
950,2024-06-05,customer949@hotmail.com,India,43.0,Home & Kitchen,102.11,5,0.0,PayPal,4.0
951,2024-04-26,customer950@yahoo.com,United States,32.0,Automotive,24.79,3,0.0,Credit Card,4.0
952,2024-01-14,customer951@protonmail.com,Australia,56.0,Toys,140.38,2,0.2,Credit Card,3.0
953,2024-03-28,customer952@hotmail.com,Japan,48.0,Clothing,104.02,3,0.2,Credit Card,2.0
954,2023-06-18,customer953@outlook.com,Germany,47.0,Home & Kitchen,80.98,1,0.15,Debit Card,4.0
955,2023-05-14,customer954@protonmail.com,Japan,25.0,Electronics,31.06,2,0.15,Debit Card,5.0
956,2024-08-12,customer955@outlook.com,India,,Beauty,67.43,3,0.0,Credit Card,4.0
957,2024-05-11,customer956@hotmail.com,India,38.0,Clothing,60.56,5,0.15,Credit Card,5.0
958,2024-12-14,customer957@yahoo.com,Brazil,49.0,Office Supplies,83.12,2,0.0,Debit Card,4.0
959,2024-11-16,customer958@protonmail.com,Brazil,26.0,Books,165.35,5,0.1,Credit Card,3.0
960,2023-09-22,customer959@gmail.com,France,18.0,Grocery,34.76,3,0.1,Gift Card,3.0
961,2023-12-04,customer960@yahoo.com,United States,58.0,Electronics,54.66,5,0.2,PayPal,4.0
962,2024-09-11,customer961@gmail.com,France,25.0,Electronics,63.35,1,0.25,Debit Card,4.0
963,2023-01-03,customer962@protonmail.com,Brazil,57.0,Home & Kitchen,145.43,1,0.05,Gift Card,
964,2024-09-22,customer963@hotmail.com,France,20.0,Home & Kitchen,71.87,3,0.0,Debit Card,4.0
965,2023-05-03,customer964@yahoo.com,Mexico,36.0,Office Supplies,98.26,4,0.0,Debit Card,5.0
966,2023-07-10,customer965@protonmail.com,Australia,69.0,Grocery,152.23,2,0.0,Debit Card,5.0
967,2023-12-18,customer966@hotmail.com,United States,49.0,Clothing,80.81,1,0.05,Credit Card,4.0
968,2024-05-29,customer967@hotmail.com,India,35.0,Books,55.12,1,0.1,Credit Card,4.0
969,2023-09-16,customer968@outlook.com,France,24.0,Toys,134.84,2,0.0,Debit Card,5.0
970,2024-11-16,customer969@yahoo.com,United States,,Sports & Outdoors,161.97,2,0.0,Credit Card,4.0
971,2024-07-25,customer970@protonmail.com,Japan,50.0,Electronics,93.78,3,0.15,PayPal,5.0
972,2024-06-24,customer971@gmail.com,Germany,43.0,Clothing,43.75,4,0.0,Credit Card,5.0
973,2024-07-17,customer972@yahoo.com,Brazil,62.0,Electronics,51.67,1,0.0,Debit Card,4.0
974,2023-01-22,customer973@yahoo.com,Brazil,70.0,Automotive,161.03,4,0.05,Debit Card,
975,2024-08-23,customer974@hotmail.com,Mexico,,Clothing,103.84,5,0.1,Credit Card,1.0
976,2024-03-17,customer975@protonmail.com,Mexico,45.0,Beauty,57.35,2,0.0,Credit Card,4.0
977,2023-05-16,customer976@protonmail.com,Brazil,53.0,Automotive,18.36,2,0.0,Debit Card,4.0
978,2024-07-22,customer977@yahoo.com,Canada,,Clothing,105.15,5,0.1,Credit Card,
979,2023-03-19,customer978@outlook.com,India,34.0,Electronics,94.12,5,0.0,Credit Card,4.0
980,2024-03-27,customer979@outlook.com,United States,56.0,Clothing,104.0,1,0.25,Credit Card,4.0
981,2024-02-20,customer980@protonmail.com,France,47.0,Sports & Outdoors,39.48,5,0.0,Debit Card,4.0
982,2023-01-21,customer981@protonmail.com,India,33.0,Books,55.3,5,0.25,PayPal,3.0
983,2023-10-01,customer982@yahoo.com,Mexico,31.0,Electronics,124.89,2,0.0,PayPal,5.0
984,2023-03-29,customer983@protonmail.com,Mexico,50.0,Electronics,9.43,5,0.05,Credit Card,3.0
985,2024-11-22,customer984@protonmail.com,Canada,28.0,Beauty,54.89,1,0.05,PayPal,
986,2024-08-08,customer985@yahoo.com,Brazil,33.0,Beauty,23.26,3,0.0,Bank Transfer,5.0
987,2024-12-28,customer986@hotmail.com,United States,39.0,Electronics,36.22,4,0.0,Debit Card,5.0
988,2023-12-23,customer987@protonmail.com,Australia,29.0,Grocery,114.21,1,0.05,Gift Card,3.0
